,reference,latitude,longitude,date,year,description,hostility,victim,navArea,subreg
7716,2000-51,3.245,112.845,2000-04-13,2000,MALAYSIA. SARAWAK: An unidentified timber carrier was boarded 2230 local time 13 Apr at Bintulu anchorage by robbers who cut lock on the forecastle store room.  Duty watchman raised the alarm and the robbers escaped in their motor boat.  No information on items taken if any.,ROBBERS,MERCHANT VESSEL,XI,71
7717,2000-42,-2.826667,95.68,2000-04-13,2000,"INDONESIA. INDIAN OCEAN: An unidentified chemical tanker reported attempted boarding from a small vessel while underway 13 Apr in 02-49.6S, 095-40.8E.  Small craft reportedly approached from port and starboard sides, apparently during hours of darkness, and moved away when crew assembled on deck and switched on deck lights.",SMALL CRAFT,MERCHANT VESSEL,XI,71
7718,2000-22,-3.0,40.5,2000-04-13,2000,"KENYA: According to 13 Apr report, Kenyan authorities are investigating vandalism of 133 of a cargo of 600 vehicles on board vehicle carrier, ASIAN SUN.  Radios and power window switches were stolen while vehicles were still aboard.",VANDALS,ASIAN SUN,VIII,61
7719,2000-52,3.800833,98.7175,2000-04-12,2000,INDONESIA. SUMATERA: An unidentified tanker was subject of an attempted boarding 0240 local time 12 Apr at Belawan anchorage. Five robbers attempted to gain access over the vessel's bow while two accomplices waited in a wooden boat at a distance of 2 to 3 cables.  When the intruders realized they had been spotted they fled in their boat.,ROBBERS,MERCHANT VESSEL,XI,71
7720,2000-30,8.2375,79.770833,2000-04-12,2000,SRI LANKA: One sailor was killed and a Sri Lankan navy patrol boat sunk in a suicide attack 12 Apr in the northwestern port of Kalpitiya.,SUICIDE ATTACKER,NAVAL VESSEL,VIII,63
7721,2000-32,8.03,79.77,2000-04-08,2000,SRI LANKA: The Sri Lankan navy reportedly lost two Dvora-class gunboats and suffered 20 casualties in attacks by LTTE artillery in fighting around the Elephant Pass 8 Apr.,LTTE ARTILLERY,NAVAL VESSEL,VIII,63
7722,2000-55,-5.955,106.445,2000-04-06,2000,INDONESIA. JAVA: An unidentified bulk carrier was boarded 6 Apr at 0310 local time at Merak anchorage by three persons armed with long knives who gained access over the stern.  The intruders  tried to take the watchman hostage but he escaped by jumping overboard and he was recovered unharmed after the ship's alarm was sounded and the attackers fled in their boat.,INTRUDERS,MERCHANT VESSEL,XI,71
7723,2000-57,16.333333,133.566667,2000-04-05,2000,"WEST CENTRAL PACIFIC: An unidentified bulk carrier reported being followed for one hour and thirty minutes during the night of 5 Apr in position 16-20N, 133-43E.  Suspicious craft described as having twin bows on 30 meter length and speed of about 18 knots; no fishing gear visible.  When suspicious craft came within .3 nm of bulk carrier deck lights were switched on and evasive action commenced after which the boat gave up chase.",SUSPICIOUS CRAFT,MERCHANT VESSEL,XI,81
7724,2000-56,-2.45,117.0,2000-04-02,2000,"INDONESIA: Seven masked pirates attempted to board an unidentified bulk carrier underway on 2 Apr at 1300 local time in position 02-27S, 117-00E passing Balabalagan Reef in the Makassar Strait.  Boarding thwarted by unspecified crew action.",PIRATES,MERCHANT VESSEL,XI,72
7725,2000-54,3.93,98.78,2000-04-01,2000,INDONESIA. SUMATERA: An unidentified bulk carrier was boarded 1 Apr at 0300 local time in Belawan anchorage by eight attackers armed with long knives. The boarding was noticed by the duty officer who alerted the crew via public address and the attackers fled in a wooden boat after  stealing some unidentified cargo from the holds.,ATTACKERS,MERCHANT VESSEL,XI,71
7726,2000-300,-2.220833,-79.880833,2000-03-31,2000,"ECUADOR: An unidentified container ship was boarded 31 Mar at 2306 local time while heaving anchor eight nautical miles off the sea buoy at Guayaquil.  Two persons boarded the ship using long poles,leaving two accomplices in their speedboat.  The assailants broke into three containers and the engine room before crew repelled the attack and the attackers fled empty-handed.  Failure to take cargo from the broached containers indicates this was not a case of internal conspiracy with the attackers guided to specific containers of cargo of high interest or value.",BOARDERS,MERCHANT VESSEL,XII,22
7727,2000-20,15.5,-82.0,2000-03-28,2000,"CARIBBEAN SEA: The son of the owner of the Dutch yacht, HAYAT, was shot and wounded 28 Mar. Assailants, who appeared to be fishermen boarded the craft by invitation while it was anchored at Half Moon Cay, about fifty miles east of the Nicaragua-Honduras border which is in dispute along its seaward extension.  After boarding the wife of the owner was assaulted and her son shot by an attacker with an AK-47, who then fled with the other assailants in their 18-foot wooden boat.  The shooting is not believed directly linked to the border dispute.  However. cutbacks in patrols by rival militaries to avoid confrontation undoubtedly contribute to an atmosphere in which smuggling and piracy can flourish.",ASSAILANTS,HAYAT,IV,28
7728,2000-302,-7.2575,113.0025,2000-03-27,2000,"INDONESIA: An unidentified bulk carrier was boarded 27 Mar at 0330 local time while at Berlian Wharf 402, Surabaya by robbers who stole engine spares from the engine room.",THIEVES,MERCHANT VESSEL,XI,72
7729,2000-299,3.77,113.07,2000-03-26,2000,"MALAYSIA: An unidentified cargo ship was boarded 26 Mar while at anchor, Bintulu, Malaysia.  Three attackers armed with long knives boarded via the hawse pipe.  They broke into the  forecastle paint locker and stole ship's stores.  When detected the thieves jumped overboard and escaped in a high speed boat.",THIEVES,MERCHANT VESSEL,XI,71
7730,2000-298,-6.823611,39.287222,2000-03-26,2000,TANZANIA: An unidentified tanker reports being approached 26 Mar while at anchor at Dar Es Salaam by five persons in an unlit boat.  The boat was detected near the vessel's stern and a searchlight shone on it from the bridge after which it moved away.,BOARDERS,MERCHANT VESSEL,VIII,61
7731,2000-297,6.158333,2.533333,2000-03-26,2000,NIGERIA: Militant youths in the Niger Delta attacked a commercial boat 26 Mar as it entered the Benin River.  Ten passengers and 6 military escorts were injured in the gunfire from armed personnel in three speedboats..,MILITANT YOUTHS,MERCHANT VESSEL,II,57
7732,2000-295,13.04,80.286111,2000-03-20,2000,INDIA: An unidentified bulkcarrier anchored at Chennai (Madras) outer anchorage was subject of attempted boarding 20 Mar at 0600 local.  Alert duty seaman spotted five persons armed with long knives who attempted to board over vessel's stern.  When spotted by watch intruders fled in wooden boat.,BOARDERS,MERCHANT VESSEL,VIII,63
7733,2000-291,12.95,55.0,2000-03-12,2000,ARABIAN SEA: An unidentified ship reports approach with apparent attempt to board 12 Mar by 25-meter brown-painted boat with large number of antennas at 1420 UTC in position 12-57N 055-00E.  This report is believed additional to case 12 Mar cited by M/V World Kudos.,BOAT,MERCHANT VESSEL,IX,62
7734,2000-290,12.318889,97.661944,2000-03-12,2000,"ARABIAN SEA: The 49,827-ton, Greek-flag tanker (WORLD KUDOS) was attacked (NFI) by a small craft 12 Mar while 40 miles NE of Socotra Island.  Ship evaded the attackers and proceeded on  voyage to Singapore.",SMALL CRAFT,WORLD KUDOS,VIII,63
7735,2000-293,14.898333,51.03,2000-03-10,2000,"ARABIAN SEA-GULF OF ADEN: An unidentified vessel reports approach in 14-53.9N 051-01.8E at 1500 UTC 10 Mar by  boat with four persons.  When anti-piracy measures deployed, the craft immediately left the area.",BOAT,MERCHANT VESSEL,IX,62
7736,2000-292,13.1,53.113333,2000-03-10,2000,ARABIAN SEA: An unidentified ship responded via VHF to a distress signal 10 Mar in position 13-06.0N 053-06.8E but reports signaling vessel acted suspiciously when queried.,MERCHANT VESSEL,MERCHANT VESSEL,IX,62
7737,2000-287,-0.085833,117.720556,2000-03-05,2000,INDONESIA: An unidentified ship was boarded 1915 UTC 5 Mar at Samarinda Anchorage by robbers who broke into forward deck store and stole a large amount of supplies.,THIEVES,MERCHANT VESSEL,XI,72
7738,2000-288,-2.536667,116.452222,2000-03-02,2000,"INDONESIA: An unidentified bulk carrier was target of attempted boarding on two occasions, 0100 and 0340 (local) 2 Mar at anchor at Tanjung Priok.  Would-be boarders were in two motor  boats and finally fled when duty watchman fired a shot from vessel's rifle.",BOARDERS,MERCHANT VESSEL,XI,72
7739,2000-281,40.738889,-74.163889,2000-03-02,2000,"UNITED STATES: Two intruders armed with guns boarded an unidentified bulk carrier at 0230 (local) 2 Mar in Port Newark, New Jersey.  After breaking into the Chief Mate's cabin and threatening him, they stole personal belongings and cash.  The intruders also tried to break into the cabins of the Captain and Chief Engineer without success.",THIEVES,MERCHANT VESSEL,IV,12
7740,2000-285,-8.809444,13.209167,2000-02-29,2000,ANGOLA: Unidentified ship boarded from boat at bow at 0200 29 Feb in anchorage 8 miles off Luanda by five attackers armed with knives.  Robbers succeeded in stealing life raft after the general alarm was sounded.  Repeated requests for assistance to the port authorities were reportedly not answered.,ROBBERS,MERCHANT VESSEL,VII,57
7741,2000-280,22.336944,114.128333,2000-02-25,2000,HONG KONG: An unidentified container ship at anchor in Western Anchorage no. 2 was boarded in the early morning of 25 Feb by an unknown number of person who broached 10 cargo containers.  There is no report of any contents being stolen.,INTRUDERS,MERCHANT VESSEL,XI,93
7742,2000-294,7.926389,98.046944,2000-02-24,2000,"INDIAN OCEAN-ANDAMAN SEA: The 17-member crew of the 3,729-ton Panamanian-flag chemical tanker (GLOBAL MARS) was recovered 10 Mar from an island near Phuket, Thailand.  They report their ship was hijacked 24 Feb at 2230 by a group of about 20 armed pirates two days after sailing from Port Klang, Malaysia.  The crew report being transferred first to a large fishing boat and on 7 Mar to a smaller fishing boat which they sailed without directions until running out of fuel.  Ship's identity has almost certainly been altered and its whereabouts, as well as that of its 6,000-ton palm oil cargo, is unknown.",HIJACKERS,GLOBAL MARS,VIII,63
7743,2000-289,4.936111,115.041111,2000-02-24,2000,"INDONESIA: Crew of unidentified 34,000-ton Panamanian flag bulk carrier successfully repelled an attack by thieves at Belawan anchorage 24 Feb, 0200 (local).  Vessel was approached by  small boat with seven persons on board who ignored watchman's shouts and sounding of ship's whistle to climb up anchor chain.  When watchman threw a turnbuckle at them the intruders retreated but remained 100 meters from the ship in their boat for about an hour.  The same ship had been approached three days before at about midnight, by eight persons in a boat, who aborted their attack when shouted at.",BOARDERS,MERCHANT VESSEL,XI,71
7744,2000-275,-4.524167,11.500278,2000-02-24,2000,"CONGO: An unidentified bulk carrier alongside berth 9 unloading rice at Matadi, was boarded 1540 UTC on 24 Feb by 100 to 120 persons who rushed past the watchman.  The mob stole loose items on deck and rice from the cargo until crew members raised the alarm and drove the invaders from the ship.",THIEVES,MERCHANT VESSEL,II,57
7745,2000-274,37.258333,7.843333,2000-02-24,2000,SOUTH-CENTRAL MEDITERRANEAN-ALGERIA: An unidentified bulk carrier reports being followed by suspicious high-speed gunboat type vessel on 24 Feb in position 37-15.5N 007-50.6E off the coast of Algeria.  The crew of the bulk carrier turned on lights and mustered at the stern whereupon the boat gave up the chase.,GUNBOAT,MERCHANT VESSEL,III,52
7746,2000-277,1.998889,110.745833,2000-02-23,2000,"INDONESIA: An unidentified cargo ship anchored 2.9 miles from the breakwater at Jakaarta's outer anchorage was boarded 2130 UTC 23 Feb by three intruders armed with knives.  The three threatened the deck watch who escaped unharmed and alerted the duty officer who sounded the alarm, whereupon the intruders fled.  Nothing reported stolen.",INTRUDERS,MERCHANT VESSEL,XI,71
7747,2000-279,10.39,107.09,2000-02-22,2000,"VIETNAM: An unidentified tanker at PTSC Terminal, Vungtau was boarded 2030 (local) on 22 Feb.  A single intruder armed with a knife boarded over the bow while two accomplices remained in a boat nearby.  After threatening a crew member the intruder stole ship's stores.  He jumped overboard and swam to the motorboat when a policemen on board was notified.",THIEVES,MERCHANT VESSEL,XI,93
7748,2000-278,4.6925,107.983611,2000-02-22,2000,"INDONESIA: An unidentified bulk carrier preparing for cargo operations at Pulau Laut coal anchorage was boarded at 1545 UTC, 22 Feb by intruders who broke into the forward stores and stole stores and safety equipment before escaping unsighted.",THIEVES,MERCHANT VESSEL,XI,71
7749,2000-276,11.021111,80.536667,2000-02-22,2000,"INDIA: An unidentified chemical tanker was boarded 0510 UTC by 15 intruders armed with long knives and stones 22 Feb while alongside Jetty no. 2, Kandla Port.  Pirates escaped with  stores after fighting with the crew who sounded alarm.",PIRATES,MERCHANT VESSEL,VIII,63
7750,2000-273,10.183333,122.0525,2000-02-20,2000,"PHILIPPINES: Probable separatist guerrillas attacked several sites in the southern Philippines on the island of Basilan 20 Feb.  Among the attacks, unidentified men fired on a cargo ship loading at the Isabela Pier in an attack apparently coordinated with a grenade attack on the Isabel Market and Police Station.  No casualties were reported in the ship attack but one man was killed and 18 injured in the other incidents.",GUERRILLAS,MERCHANT VESSEL,XI,92
7751,2000-270,-1.033333,117.283333,2000-02-19,2000,"INDONESIA: The 6,935-ton, Bahamas-flag cargo ship (FLORA) was boarded 19 Feb while at anchor in 01-02S 117-17E off Samarinda by approximately 10 armed intruders at 0300, local.  The attackers held a crew member hostage and then escaped with his personal belongings and ship's stores.",PIRATES,FLORA,XI,72
7752,2000-271,-5.966667,106.883333,2000-02-18,2000,INDONESIA: An unidentified bulk carrier was boarded 18 Feb at 0700 local at its berth at Jakarta. A crewmember was threatened with a knife and ship's stores stolen.,THIEF,MERCHANT VESSEL,XI,71
7753,2000-272,-5.95,106.8,2000-02-17,2000,INDONESIA: An unidentified survey vessel was boarded 17 Feb while at anchor at Tanjung Priok by nine attackers armed with long knives.  The attackers damaged ship's equipment and stole stores before fleeing when chased by the crew.  The attacker's boat then circled the ship for three hours before leaving.,PIRATES,MERCHANT VESSEL,XI,71
7754,2000-268,-5.966667,106.45,2000-02-13,2000,"INDONESIA: The 2,025-ton, Singaporean-flag chemical tanker (MIYUKI) was boarded 0240 local time 13 Feb at anchor Merak, Indonesia by three men armed with knives.  An engineer was  held hostage in the engine room while the attackers stole engine stores and escaped in a sampan.",PIRATES,MIYUKI,XI,71
7755,2000-282,-2.411111,-80.030556,2000-02-12,2000,"ECUADOR: The 5,025-ton Cyprus flag cargo ship (HERRENTOR) was reportedly boarded 12 Feb in port Guayaquil (reported 2 Mar).  Ten armed robbers broke open a container and removed between 30 and 40 boxes.",ROBBERS,HERRENTOR,XII,22
7756,2000-267,6.3,3.5,2000-02-11,2000,"NIGERIA: The 9,094-ton, Bahamian-flag chemical tanker (DUBAI PRIDE) was boarded 11 Feb 0430 UTC at Lagos Anchorage by ten attackers armed with long knives.  The attackers threatened the duty seaman and raided the ship's stores.",ATTACKERS,DUBAI PRIDE,II,57
7757,2000-269,3.783333,98.75,2000-02-09,2000,"INDONESIA: An unidentified container ship was boarded 1800 UTC 9 Feb at anchor Belawan, Indonesia by attackers armed with knives.  Crew sounded alarm and attackers fled, apparently without stealing anything.",ATTACKERS,MERCHANT VESSEL,XI,71
7758,2000-265,22.455833,89.594444,2000-02-07,2000,"BANGLADESH: THE 19,683-TON, MALTESE-FLAG BULK CARRIER (KAPITAN IVANCHUK) WAS BOARDED 7 FEB AT 0030 LOCAL BY 6 INTRUDERS ARMED WITH LONG KNIVES, WHILE AT ANCHOR AT MONGLA ROADS.  THE INTRUDERS STOLE SHIP'S STORES FROM FORWARD AND FLED WHEN THE CREW SOUNDED THE ALARM.",THIEVES,KAPITAN IVANCHUK,VIII,63
7759,2000-263,22.898889,70.2075,2000-02-05,2000,"INDIA: THE 15,943-TON, SINGAPORE-FLAG BULK CARRIER (ASEAN SUCCESS) WAS BOARDED 5 FEB AT 2100 UTC WHILE ANCHORED IN OUTER ANCHORAGE AT KANDLA, INDIA.  SHIP WAS BOARDED BY 12 INTRUDERS WHO STOLE A LARGE QUANTITY OF SHIP'S STORES BEFORE BEING CHASED BY SHIP'S CREW.",THIEVES,ASEAN SUCCESS,VIII,63
7760,2000-264,22.456111,89.594167,2000-02-02,2000,"BANGLADESH: THE 10,588-TON, INDIAN-FLAG BULK CARRIER (APJ ANAND) WAS BOARDED 2 FEB AT MONGLA PORT INNER ANCHORAGE, AT 0115 UTC.  AN UNKNOWN NUMBER OF BOARDERS, ARMED WITH AXES AND KNIVES, WERE INVOLVED.  SHIP'S CREW TRIED TO REPEL THE ATTACK BY SHOUTING AND BY THROWING SCRAP MATERIAL BUT THE BOARDERS TOOK THE SHIP'S WELDER HOSTAGE AND THREATENED TO CUT HIS THROAT BEFORE ESCAPING IN A SAMPAN WITH SHIP'S STORES.",PIRATES,APJ ANAND,VIII,63
7761,2000-286,4.117222,99.72,2000-01-31,2000,"STRAIT OF MALACCA: An unidentified 18,812-ton Liberian flag chemical tanker was approached at 2305 on 31 Jan by a suspicious fishing boat proceeding without navigation lights with a speedboat in tow.  Approach was first detected as a weak radar return.  At 2312 speedboat detached from fishing boat and approached at high speed.  Ship's crew illuminated speedboat with searchlight and sounded ship's whistle.  Speedboat then aborted approach and withdrew as a result of preventive measures taken.",SPEEDBOAT,MERCHANT VESSEL,XI,71
7762,2000-266,4.134167,99.703889,2000-01-31,2000,INDONESIA: ATTEMPTED BOARDING WAS MADE ON UNIDENTIFIED BULK CARRIER 31 JAN (REPORTED 8 FEB) WHILE AT ANCHOR AT ADANG BAY.  BOARDING WAS ATTEMPTED BY FOUR INDIVIDUALS WHO FLED WHEN THEY WERE SPOTTED BY ALERT CREW ON ANTI-PIRACY WATCH.,BOARDERS,MERCHANT VESSEL,XI,71
7763,2000-262,5.339444,5.096389,2000-01-30,2000,NIGERIA: AN UNIDENTIFIED HEAVY-LIFT VESSEL IN TRANSIT OF THE ESCRAVOS RIVER IN NIGERIA WAS REPORTEDLY APPROACHED BY A SPEED BOAT CONTAINING THREE PERSONS IN MILITARY UNIFORM WHO DEMANDED THE VESSEL STOP 30 JAN (REPORTED 8 FEB).  WHEN THE ORDER WAS REFUSED THE ATTACKERS FIRED AT THE SHIP WITH RIFLES AND PURSUED IT FOR ABOUT TEN MINUTES BEFORE BREAKING OFF THE ATTACK WITH NO REPORTED INJURY TO SHIP OR CREW.,ATTACKERS,MERCHANT VESSEL,II,57
7764,2000-249,3.7875,98.691389,2000-01-28,2000,INDONESIA: A boarding was attempted on an unidentified bulk carrier 28 Jan at anchor at Belawan.  Three assailants armed with long knives were spotted by the security watch and fled when  the ship's alarm was sounded.,BOARDERS,MERCHANT VESSEL,XI,71
7765,2000-247,27.544167,33.682778,2000-01-27,2000,EGYPT: An unidentified container ship was boarded 27 Jan in the Suez outer anchorage.  Three attackers operating from a motor boat were discovered removing stores from the forecastle locker via the anchor chain.  When discovered the three fled and nothing was reported taken.,BOARDERS,MERCHANT VESSEL,IX,62
7766,2000-246,13.05,48.683333,2000-01-27,2000,"YEMEN: An Australian woman was injured when five armed attackers assaulted the yacht (GONE TROPPO) carrying her and her family 27 Jan in position 13-03N 048-41E in the Gulf of Aden.   After firing a barrage of shots the attackers boarded the yacht, ransacked the vessel and stole property including the radio.  The family then made temporary repairs and proceeded to Aden.  In November another Australian yacht was attacked in the same area.   In that case Yemeni Coast Guards subsequently arrested four of the attackers.",PIRATES,GONE TROPPO,IX,62
7767,2000-248,1.688611,101.4475,2000-01-26,2000,"INDONESIA: An unidentified cargo ship berthed at Dumai Port, Indonesia was boarded 26 Jan by three robbers armed with knives.  The three entered the engine room and tied up the duty oiler who was reported injured.  When spotted by the ship's crew the three fled without stealing anything.",ROBBERS,MERCHANT VESSEL,XI,71
7768,2000-231,4.05,5.933333,2000-01-26,2000,"NIGERIA: The 1,930-ton, St. Vincent flag supply vessel (RED MARTIN 1) was boarded 0115 26 Jan in posit. 04-03N 05-56E off the Niger Delta.  Seven men armed with machine guns stole a ""large amount"" of equipment and crew's possessions and the vessel's master and second engineer received minor injuries.",PIRATES,RED MARTIN 1,II,57
7769,2000-283,-7.573056,-33.921389,2000-01-23,2000,BRAZIL: Four thieves boarded an unidentified ship at anchor in the Fazandinha Anchorage (Munguba Port) on the Amazon River 23 Jan (reported 3 Mar).  The intruders were discovered in process of lowering tins of paint to a waiting boat and attacked the ship's crew.  After the thieves had escaped in their boat crew discovered other supplies and equipment missing.,THIEVES,MERCHANT VESSEL,V,24
7770,2000-236,-4.053056,39.675278,2000-01-22,2000,KENYA: Unidentified chemical tanker boarded at Mombasa Inner Anchorage 22 Jan.  Boarders operated form two canoes and stole ship's stores.,THIEVES,MERCHANT VESSEL,VIII,61
7771,2000-233,4.416667,5.841667,2000-01-22,2000,"NIGERIA: The 137-ton, St. Vincent-flag supply vessel (SEABULK LINCOLN 6) was chased by would-be boarders 0400 22 Jan from a position 6 miles offshore from FIniwa, Nigeria.   Shots fired at the vessel struck its starboard side and portable Diesel fuel tank.",ATTACKERS,SEABULK LINCOLN 6,II,57
7772,2000-284,4.446111,-4.955,2000-01-21,2000,"IVORY COAST: An unidentified vessel, possibly 6,285-ton Danish-flag (ARKTIS MARINER), was attacked at anchor 21 Jan in Abidjan inner anchorage (reported 3 Mar).  Robbers stole personal belongings from seaman on watch and tried unsuccessfully to enter the accommodation before giving up and leaving the vessel.",ROBBERS,ARKTIS MARINER,II,57
7773,2000-240,1.220833,103.564167,2000-01-21,2000,INDONESIA: An unidentified tanker anchored in position 01-13.25N 103-33.85E reported six persons attempted to board from a dark colored motor boat at the stern on 21 Jan.  Crew anti-piracy watch prevented the boarding.,BOARDERS,MERCHANT VESSEL,XI,71
7774,2000-241,-3.646111,113.802222,2000-01-20,2000,"INDONESIA: An unidentified bulk carrier was boarded 20 Jan while at anchor at Kota Bharu Inner Anchorage, Kalimantan.  About ten persons armed with guns and knives boarded and tied up and threatened to kill the duty lookout if other crew intervened.  Large quantities of ship's stores and equipment stolen.",PIRATES,MERCHANT VESSEL,XI,72
7775,2000-237,4.616667,98.716667,2000-01-20,2000,"STRAIT OF MALACCA: Unidentified container ship boarded 20 Jan while underway in 04-37N 098-43E in the Strait of Malacca.  Five intruders armed with swords attacked the bridge and master's office, assaulted the master, and stole his belongings and an unreported amount of the ships' cash.",PIRATES,MERCHANT VESSEL,XI,71
7776,2000-234,4.766667,7.016667,2000-01-20,2000,NIGERIA: On 20 Jan an unidentified Shell Oil Co. hovercraft with 5 staff was hijacked near Bugama Flow Station near Port Harcourt.  Hostages released 24 Jan but craft still held as of 27 Jan.,HIJACKERS,HOVERCRAFT,II,57
7777,2000-242,-3.646111,113.802222,2000-01-19,2000,INDONESIA: An unidentified bulk carrier was boarded at anchor during cargo loading operations 19 Jan at Adang Bay.  Ship stores reported stolen.,THIEVES,MERCHANT VESSEL,XI,72
7778,2000-232,4.67,6.3,2000-01-19,2000,"NIGERIA: The 1,089-ton, Bahamas-flag supply vessel (SMIT-LLOYD 31) was boarded at 0340 19 Jan near Olibiri, Nigeria.  Three crew suffered cuts and bruises.",ATTACKERS,SMIT-LLOYD 31,II,57
7779,2000-235,5.339444,5.096389,2000-01-18,2000,NIGERIA: Two tugs (NFI) carrying 9 crew from Shell Oil Co. Opukushi Flow Station were seized by the Letugbene Community of Bayelsa State 18 Jan.  No information on the craft or their crew was available as of 27 Jan.,LETUGBENE COMMUNITY,TUGS,II,57
7780,2000-243,-3.646111,113.802222,2000-01-17,2000,"INDONESIA: An unidentified 10,000-ton bulk carrier was boarded and robbed 17 Jan while lying off Kota Bharu, Kalimantan.  A group of more than ten thieves boarded in the early morning,  bound a deckhand and held him at gunpoint while the boatswain's store was robbed of equipment including a deflatable lifeboat, mooring line and a hydraulic cutter.",PIRATES,MERCHANT VESSEL,XI,72
7781,2000-238,1.683333,102.65,2000-01-17,2000,STRAIT OF MALACCA: An unidentified general cargo vessel was boarded 17 Jan while underway in 01-41N 102-39E in the Strait of Malacca.  Five intruders robbed the master of ship's cash and his personal belongings.,ROBBERS,MERCHANT VESSEL,XI,71
7782,2000-212,-25.5,-45.75,2000-01-17,2000,"BRAZIL: The 4,909-ton, Cyprus-flag cargo ship (NASIA) was boarded 17 Jan at Sepetiba Anchorage by 5-6 men armed with knives and guns. The boarders stole money and crew valuables. Total of ship s money lost was $3,600 and total for crew losses still being tabulated. Master states he attempted to contact Sepetiba Port authorities without reply.",ROBBERS,NASIA,V,24
7783,2000-239,1.716667,102.616667,2000-01-16,2000,"STRAIT OF MALACCA: The 22,367-ton, Panamanian-flag product tanker (IBNU) was boarded 0350 16 Jan while underway in position 01-43N 102-37E.  Four intruders, armed with knives and a crowbar boarded undetected and surprised the Chief mate in his cabin.  After tying the Mate the robbers stole cash, some clothing and two walkie-talkies.  The Mate freed himself and telephoned the bridge after which the crew were mustered.  There was no sign of any craft nearby on radar and lookouts detected no motion near the ship.",PIRATES,IBNU,XI,71
7784,2000-215,6.15,93.7,2000-01-16,2000,"INDONESIA: An unidentified ship was boarded 16 Jan in position 06-09N 093-42E between 0001 and 0600 local time.  Ship's stores stolen.  Although unstated in report, ship assessed to have  been at anchor at time of boarding.",THIEVES,MERCHANT VESSEL,VIII,71
7785,2000-230,4.416667,5.841667,2000-01-15,2000,"NIGERIA: An unidentified supply vessel was reported boarded by ""pirates"" carrying rifles, six miles from Funiwa, Nigeria, at 0400 15 Jan.  The boarders stole food, personal belongings, the life raft, a computer and radio equipment.",PIRATES,MERCHANT VESSEL,II,57
7786,2000-214,1.766667,102.683333,2000-01-12,2000,STRAIT OF MALACCA: Five attackers armed with guns and knives attempted to board an unidentified ship 12 Jan in position 01-46N 102-41E.  Crew raised general alarm; attack averted.,ATTACKERS,MERCHANT VESSEL,XI,71
7787,2000-213,12.983333,100.766667,2000-01-12,2000,"THAILAND: A boarding attempt was reportedly made 12 Jan against an unidentified ship in 12-59N 100-46E shortly after it departed Ko Sichang, Thailand.  Pirates from an unlit boat attempted to board but were repelled by crew using high pressure fire hoses.",PIRATES,MERCHANT VESSEL,XI,93
7788,2000-244,-2.536667,116.452222,2000-01-09,2000,"INDONESIA: An unidentified, Japanese-controlled 25,000-ton bulk carrier was boarded while at anchor Tanjung Priok port on 9 Jan, reported 26 Jan).  Intruders fled after being spotted and no loss was reported.",INTRUDERS,MERCHANT VESSEL,XI,72
7789,2000-245,-2.536667,116.452222,2000-01-06,2000,"INDONESIA: The 18,000-ton, Liberian-flag container ship (PARIS) was boarded during the night of 6 Jan (reported 27 Jan) at Tanjung Priok anchorage, about three miles from the breakwater.  Pirates boarded undetected despite posting of a piracy watch.  The thieves broke the padlocks from a storage locker and removed engine spares valued at $13,000.",PIRATES,PARIS,XI,72
7790,2000-216,-6.1,106.883333,2000-01-05,2000,INDONESIA: Unidentified ship boarded via after deck 5 Jan (reported 18 Jan) at Lawi-Lawi Anchorage.  Watchman reported six men with long knives.  Intruders escaped with ship's stores  after alarm raised and crew mustered.,THIEVES,MERCHANT VESSEL,XI,71
7791,2000-217,-6.116667,106.8,2000-01-04,2000,"INDONESIA: Seven or eight men armed with long knives boarded an unidentified ship at Muara Karang, Jakarta 4 Jan (reported 18 Jan) and tied up duty engineer and oiler.  When duty engineer freed himself he discovered theft of spare engine parts.",THIEVES,MERCHANT VESSEL,XI,71
7792,2000-90,9.65,80.0,2000-01-02,2000,"SRI LANKA: The 10,756-ton, Singapore-flag container ship (SINAR JAVA) was raided during the night of 2 Jan while berthed at Colombo.  Navy and harbor police alerted by ship's crew who detected the raiders' approach and police were able to arrest four of the attackers and to detain five boats.  Five intruders escaped with items from the cargo including garments and fruit.  Ship had docked and containers had been surveyed and resealed by insurers representatives.  The timing suggests that the intruders boarded with specific knowledge of containers of interest.  Only five crew were aboard at the time of the attack.",THIEVES,SINAR JAVA,VIII,63
7793,2000-1,6.95,79.85,2000-01-02,2000,"A BIMCO report states: Using at least five boats in their attack, pirates boarded a container vessel awaiting entry to the port of Colombo (06-57N 079-51E).  Upon detection of the approaching pirates, the ship's crew notified the navy and the harbor police. This early action allowed the Sri Lankan police to capture four of the pirates and detain the boats used in the attacks, although another five pirates escaped with cargo items including fruit and garments.   In light of this attack, vessels calling at Sri Lankan ports are encouraged to heighten security and keep permanent watches for any suspicious activity.",PIRATES,MERCHANT VESSEL,VIII,63
7794,2000-92,4.716667,114.5,1999-12-26,1999,BRUNEI: Thieves boarded an unidentified ship at Muara Berau anchorage 26 Dec armed with big knives and axes.  When spotted by the duty officer they attacked him but when alarm was raised they jumped into the water with two ship's rafts and escaped in their boats.,THIEVES,MERCHANT VESSEL,XI,71
